id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
24035,Resort Hotel,0,21,2016,May,20,10,0,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,380,0,Transient,0,0,0,Check-Out,10-05-2016
24036,Resort Hotel,0,92,2016,May,19,4,2,5,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,68,0,0,Check-Out,11-05-2016
24037,Resort Hotel,0,108,2016,May,19,2,3,6,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,115,NULL,0,Transient,44.07,1,0,Check-Out,11-05-2016
24038,Resort Hotel,0,0,2016,May,20,10,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,C,0,No Deposit,NULL,NULL,0,Transient,79,1,0,Check-Out,11-05-2016
24039,Resort Hotel,0,22,2016,May,20,9,1,1,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient-Party,75,0,1,Check-Out,11-05-2016
24040,Resort Hotel,0,22,2016,May,20,9,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient-Party,72,1,1,Check-Out,11-05-2016
24041,Resort Hotel,0,28,2016,May,20,10,0,1,2,0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251,NULL,0,Transient,59,0,0,Check-Out,11-05-2016
24042,Resort Hotel,0,1,2016,May,20,10,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240,NULL,0,Transient-Party,94,0,1,Check-Out,11-05-2016
24043,Resort Hotel,0,1,2016,May,20,10,0,1,2,0,0,BB,SGP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient-Party,109,0,1,Check-Out,11-05-2016
24044,Resort Hotel,0,1,2016,May,20,10,0,1,1,0,0,BB,CHN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient-Party,109,0,1,Check-Out,11-05-2016
24045,Resort Hotel,0,1,2016,May,20,10,0,1,1,0,0,BB,CHN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient-Party,109,0,1,Check-Out,11-05-2016
24046,Resort Hotel,0,1,2016,May,20,10,0,1,1,0,0,BB,CHN,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,240,NULL,0,Transient-Party,109,0,1,Check-Out,11-05-2016
24047,Resort Hotel,0,108,2016,May,19,2,3,6,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240,NULL,0,Transient,94,1,1,Check-Out,11-05-2016
24048,Resort Hotel,0,104,2016,May,19,4,2,5,2,0,0,BB,ARM,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,147,NULL,0,Transient,55.3,0,0,Check-Out,11-05-2016
24049,Resort Hotel,0,3,2016,May,20,8,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,NULL,0,Transient,79,0,1,Check-Out,11-05-2016
24050,Resort Hotel,0,6,2016,May,20,11,0,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,I,0,No Deposit,NULL,110,0,Transient,0,0,0,Check-Out,11-05-2016
24051,Resort Hotel,0,97,2016,May,20,10,0,1,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251,NULL,0,Transient,59,0,0,Check-Out,11-05-2016
24052,Resort Hotel,0,0,2016,May,20,9,1,1,2,0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,250,NULL,0,Transient,94,0,1,Check-Out,11-05-2016
24053,Resort Hotel,0,21,2016,May,20,9,1,1,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240,NULL,0,Transient,137,0,2,Check-Out,11-05-2016
24054,Resort Hotel,0,31,2016,May,20,10,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,75,0,1,Check-Out,11-05-2016
24055,Resort Hotel,0,37,2016,May,19,7,2,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,95,0,1,Check-Out,11-05-2016
24056,Resort Hotel,0,121,2016,May,19,4,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,95,NULL,0,Transient,52.2,0,2,Check-Out,11-05-2016
24057,Resort Hotel,0,0,2016,May,20,9,1,1,1,0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,70,0,0,Check-Out,11-05-2016
24058,Resort Hotel,0,84,2016,April,18,27,4,10,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,75,NULL,0,Contract,68.85,0,0,Check-Out,11-05-2016
24059,Resort Hotel,0,113,2016,May,20,11,2,7,2,0,0,HB,POL,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,75,NULL,0,Contract,68.85,0,0,Check-Out,20-05-2016
24060,Resort Hotel,0,26,2016,May,19,7,2,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,105,1,1,Check-Out,12-05-2016
24061,Resort Hotel,0,108,2016,May,19,5,2,5,2,0,0,HB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,62.37,0,1,Check-Out,12-05-2016
24062,Resort Hotel,0,73,2016,September,40,26,3,7,2,0,0,BB,IRL,Direct,Direct,1,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,82,0,3,Check-Out,06-10-2016
24063,Resort Hotel,0,140,2017,May,18,2,2,7,2,0,0,BB,IRL,Direct,Direct,1,0,1,D,D,1,No Deposit,NULL,NULL,0,Transient,84,0,3,Check-Out,11-05-2017
24064,Resort Hotel,0,46,2016,May,20,8,2,2,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,95,NULL,0,Transient,54.2,0,1,Check-Out,12-05-2016
24065,Resort Hotel,0,56,2016,May,19,5,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,NULL,0,Contract,74.18,0,0,Check-Out,12-05-2016
24066,Resort Hotel,0,72,2016,May,19,4,2,6,1,0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,250,NULL,0,Transient,62.45,0,1,Check-Out,12-05-2016
24067,Resort Hotel,0,56,2016,May,19,5,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,243,NULL,0,Contract,46.75,0,0,Check-Out,12-05-2016
24068,Resort Hotel,0,107,2016,May,19,5,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,NULL,0,Contract,46.75,0,1,Check-Out,12-05-2016
24069,Resort Hotel,0,26,2016,May,20,10,0,2,2,0,0,BB,BDI,Groups,TA/TO,0,0,0,A,C,0,No Deposit,248,NULL,0,Transient-Party,46,0,0,Check-Out,12-05-2016
24070,Resort Hotel,0,107,2016,May,19,5,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,NULL,0,Contract,46.75,0,1,Check-Out,12-05-2016
24071,Resort Hotel,0,40,2016,May,20,9,1,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,65,0,2,Check-Out,12-05-2016
24072,Resort Hotel,0,107,2016,May,19,5,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,NULL,0,Contract,48.18,0,0,Check-Out,12-05-2016
24073,Resort Hotel,0,56,2016,May,19,5,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,NULL,0,Contract,37.4,0,0,Check-Out,12-05-2016
24074,Resort Hotel,0,56,2016,May,19,5,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,NULL,0,Contract,37.4,0,0,Check-Out,12-05-2016
24075,Resort Hotel,0,103,2016,May,19,1,4,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,243,NULL,0,Contract,39.04,0,0,Check-Out,12-05-2016
24076,Resort Hotel,0,39,2016,May,20,8,2,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,NULL,0,Contract,41.6,0,0,Check-Out,12-05-2016
24077,Resort Hotel,0,67,2016,May,19,6,2,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,75.83,0,1,Check-Out,12-05-2016
24078,Resort Hotel,0,84,2016,April,17,21,6,15,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Contract,74.18,0,0,Check-Out,12-05-2016
24079,Resort Hotel,0,0,2016,May,20,10,0,2,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient,42,0,0,Check-Out,12-05-2016
24080,Resort Hotel,0,115,2016,May,19,5,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,143,NULL,0,Transient,58.95,0,0,Check-Out,12-05-2016
24081,Resort Hotel,0,52,2016,May,19,1,4,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,243,NULL,0,Transient,46,0,0,Check-Out,12-05-2016
24082,Resort Hotel,0,48,2016,May,20,11,0,1,2,0,0,HB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,95,1,0,Check-Out,12-05-2016
24083,Resort Hotel,0,48,2016,May,20,11,0,1,2,0,0,HB,FRA,Direct,Direct,0,0,0,A,C,0,No Deposit,NULL,NULL,0,Transient-Party,95,1,0,Check-Out,12-05-2016
24084,Resort Hotel,0,59,2016,May,20,8,2,2,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,F,0,No Deposit,243,NULL,0,Contract,72.75,0,0,Check-Out,12-05-2016
24085,Resort Hotel,0,48,2016,May,20,11,0,1,2,0,0,HB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,95,1,0,Check-Out,12-05-2016
24086,Resort Hotel,0,1,2016,May,20,11,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,NULL,331,0,Transient,72,0,0,Check-Out,12-05-2016
24087,Resort Hotel,0,10,2016,June,27,30,0,1,1,0,0,BB,PRT,Direct,Direct,1,0,1,A,A,0,No Deposit,NULL,331,0,Transient,79,0,0,Check-Out,01-07-2016
24088,Resort Hotel,0,6,2017,March,11,13,1,1,1,0,0,BB,PRT,Corporate,Direct,1,0,2,A,A,0,No Deposit,NULL,331,0,Transient,35,0,0,Check-Out,15-03-2017
24089,Resort Hotel,0,17,2016,May,20,9,1,2,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient,46,0,0,Check-Out,12-05-2016
24090,Resort Hotel,0,48,2016,May,20,11,0,1,2,0,0,HB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,95,1,0,Check-Out,12-05-2016
24091,Resort Hotel,0,107,2016,May,19,5,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,NULL,0,Contract,37.4,0,0,Check-Out,12-05-2016
24092,Resort Hotel,0,52,2016,May,19,1,4,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,243,NULL,0,Contract,37.4,0,0,Check-Out,12-05-2016
24093,Resort Hotel,0,48,2016,May,20,11,0,1,2,0,0,HB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,95,1,0,Check-Out,12-05-2016
24094,Resort Hotel,0,52,2016,May,19,1,4,7,2,0,1,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,3,No Deposit,243,NULL,0,Contract,37.4,0,0,Check-Out,12-05-2016
24095,Resort Hotel,0,107,2016,May,19,5,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,NULL,0,Contract,48.18,0,0,Check-Out,12-05-2016
24096,Resort Hotel,0,48,2016,May,20,11,0,1,2,0,0,HB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,95,1,0,Check-Out,12-05-2016
24097,Resort Hotel,0,43,2016,May,20,11,0,1,2,0,0,HB,FRA,Direct,Direct,0,0,0,A,C,0,No Deposit,NULL,NULL,0,Transient-Party,95,1,0,Check-Out,12-05-2016
24098,Resort Hotel,0,48,2016,May,20,11,0,1,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,95,1,0,Check-Out,12-05-2016
24099,Resort Hotel,0,48,2016,May,20,11,0,1,2,0,0,HB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,95,1,0,Check-Out,12-05-2016
24100,Resort Hotel,0,31,2016,May,20,8,2,2,2,0,0,HB,OMN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,NULL,0,Contract,72,0,0,Check-Out,12-05-2016
24101,Resort Hotel,0,31,2016,May,20,8,2,2,3,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,NULL,0,Contract,101.4,0,0,Check-Out,12-05-2016
24102,Resort Hotel,0,5,2016,May,20,11,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,NULL,0,Transient,84.6,0,0,Check-Out,12-05-2016
24103,Resort Hotel,0,5,2016,May,20,11,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,250,NULL,0,Transient,84.6,1,0,Check-Out,12-05-2016
24104,Resort Hotel,0,5,2016,May,20,11,0,1,1,0,0,BB,GBR,Direct,Direct,0,0,0,D,D,1,No Deposit,250,NULL,0,Transient,84.6,0,0,Check-Out,12-05-2016
24105,Resort Hotel,0,0,2016,May,20,9,1,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,G,2,No Deposit,NULL,99,0,Transient,42,0,0,Check-Out,12-05-2016
24106,Resort Hotel,0,8,2016,May,20,8,2,2,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,NULL,0,Transient,72,0,0,Check-Out,12-05-2016
24107,Resort Hotel,0,108,2016,May,19,5,2,5,1,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,NULL,0,Contract,41.35,0,0,Check-Out,12-05-2016
24108,Resort Hotel,0,54,2016,May,20,9,1,2,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,95,NULL,0,Transient,41.4,0,1,Check-Out,12-05-2016
24109,Resort Hotel,0,56,2016,May,19,5,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,243,NULL,0,Contract,72.75,0,0,Check-Out,12-05-2016
24110,Resort Hotel,0,72,2016,May,20,11,0,1,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251,NULL,0,Transient,59,0,0,Check-Out,12-05-2016
24111,Resort Hotel,0,39,2016,May,20,10,0,2,3,1,0,BB,BRA,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240,NULL,0,Transient-Party,136,1,0,Check-Out,12-05-2016
24112,Resort Hotel,0,38,2016,May,19,4,2,6,1,0,0,HB,CHE,Direct,Direct,0,0,0,G,G,0,No Deposit,250,NULL,0,Transient,146,1,0,Check-Out,12-05-2016
24113,Resort Hotel,0,38,2016,May,19,4,2,6,2,0,0,HB,CHE,Direct,Direct,0,0,0,G,G,1,No Deposit,250,NULL,0,Transient,155,0,0,Check-Out,12-05-2016
24114,Resort Hotel,0,8,2016,May,20,10,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,NULL,NULL,0,Transient,39.5,0,1,Check-Out,12-05-2016
24115,Resort Hotel,0,7,2016,May,20,11,0,1,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,C,1,No Deposit,NULL,405,0,Transient-Party,70,1,1,Check-Out,12-05-2016
24116,Resort Hotel,0,236,2016,May,20,12,0,3,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,C,0,No Deposit,315,NULL,0,Transient-Party,48,0,1,Check-Out,15-05-2016
24117,Resort Hotel,0,11,2016,May,21,15,1,0,2,0,0,BB,GBR,Direct,Direct,0,0,1,A,C,0,Refundable,NULL,405,0,Transient-Party,70,0,1,Check-Out,16-05-2016
24118,Resort Hotel,0,41,2016,May,20,11,0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240,NULL,0,Transient,71,1,0,Check-Out,12-05-2016
24119,Resort Hotel,0,236,2016,May,20,12,0,3,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,315,NULL,0,Transient-Party,48,0,0,Check-Out,15-05-2016
24120,Resort Hotel,0,0,2016,May,20,11,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,109,0,0,Check-Out,12-05-2016
24121,Resort Hotel,0,89,2016,May,19,5,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314,NULL,0,Transient,43.76,0,0,Check-Out,12-05-2016
24122,Resort Hotel,0,7,2016,May,20,11,0,1,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,C,0,No Deposit,NULL,405,0,Transient-Party,70,0,0,Check-Out,12-05-2016
24123,Resort Hotel,0,236,2016,May,20,12,0,3,2,0,0,BB,GBR,Groups,Direct,0,0,0,A,C,0,No Deposit,315,NULL,0,Transient-Party,48,0,0,Check-Out,15-05-2016
24124,Resort Hotel,0,11,2016,May,21,15,2,0,2,0,0,BB,GBR,Direct,Direct,0,0,1,A,C,0,No Deposit,NULL,405,0,Transient-Party,70,0,0,Check-Out,17-05-2016
24125,Resort Hotel,0,7,2016,October,41,5,0,4,2,0,0,BB,GBR,Groups,Corporate,1,0,3,A,A,1,No Deposit,NULL,405,0,Transient-Party,50,0,0,Check-Out,09-10-2016
24126,Resort Hotel,0,70,2017,February,8,22,0,4,2,0,0,BB,GBR,Corporate,Direct,1,0,4,A,D,0,No Deposit,NULL,405,0,Transient-Party,42,0,0,Check-Out,26-02-2017
24127,Resort Hotel,0,1,2017,April,17,27,0,2,2,0,0,BB,GBR,Corporate,Direct,1,0,5,A,A,0,No Deposit,NULL,405,0,Transient,85,0,1,Check-Out,29-04-2017
24128,Resort Hotel,0,6,2016,May,20,8,2,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,336,NULL,0,Transient,58,0,0,Check-Out,12-05-2016
24129,Resort Hotel,0,39,2016,May,20,10,0,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,NULL,0,Transient-Party,95,0,1,Check-Out,12-05-2016
24130,Resort Hotel,0,97,2016,May,19,2,3,8,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,NULL,0,Transient,62.73,0,1,Check-Out,13-05-2016
24131,Resort Hotel,0,48,2016,May,20,8,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,NULL,0,Transient,69.49,0,1,Check-Out,13-05-2016
24132,Resort Hotel,0,92,2016,May,20,8,2,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,314,NULL,0,Transient,63.36,0,0,Check-Out,13-05-2016
24133,Resort Hotel,0,1,2016,May,20,12,0,1,2,2,0,BB,CHE,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,139,0,0,Check-Out,13-05-2016
24134,Resort Hotel,0,119,2016,May,20,12,0,1,1,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,G,0,No Deposit,251,NULL,0,Transient,59,0,1,Check-Out,13-05-2016
24135,Resort Hotel,0,40,2016,May,20,9,1,3,2,0,0,HB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,250,NULL,0,Transient,125,0,0,Check-Out,13-05-2016
24136,Resort Hotel,0,119,2016,May,20,12,0,1,2,0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,D,G,0,No Deposit,251,NULL,0,Transient,59,0,1,Check-Out,13-05-2016
24137,Resort Hotel,0,4,2016,May,20,8,2,3,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,F,1,No Deposit,240,NULL,0,Transient,124,0,0,Check-Out,13-05-2016
24138,Resort Hotel,0,115,2016,May,20,13,0,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,243,NULL,0,Contract,0,0,0,Check-Out,13-05-2016
24139,Resort Hotel,0,117,2016,May,20,9,1,3,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240,NULL,0,Transient,91.75,0,1,Check-Out,13-05-2016
24140,Resort Hotel,0,87,2016,May,20,9,1,3,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,44.66,0,2,Check-Out,13-05-2016
24141,Resort Hotel,0,87,2016,May,20,9,1,3,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,46.16,0,1,Check-Out,13-05-2016
24142,Resort Hotel,0,115,2016,May,20,9,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,65.7,0,2,Check-Out,13-05-2016
24143,Resort Hotel,0,115,2016,May,20,9,1,3,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240,NULL,0,Transient,75.25,1,3,Check-Out,13-05-2016
24144,Resort Hotel,0,110,2016,May,19,7,2,4,2,0,0,BB,IRL,Direct,Direct,0,0,0,D,D,0,No Deposit,250,NULL,0,Transient,57.8,0,0,Check-Out,13-05-2016
24145,Resort Hotel,0,66,2016,May,19,7,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,171,NULL,0,Transient,41.4,0,1,Check-Out,14-05-2016
24146,Resort Hotel,0,23,2016,May,19,7,2,5,1,0,0,HB,AUT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,15,NULL,0,Transient-Party,72,0,0,Check-Out,14-05-2016
24147,Resort Hotel,0,24,2016,May,19,7,2,5,2,0,0,HB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient-Party,85,0,0,Check-Out,14-05-2016
24148,Resort Hotel,0,24,2016,May,19,7,2,5,1,0,0,HB,AUT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,15,NULL,0,Transient-Party,72,0,0,Check-Out,14-05-2016
24149,Resort Hotel,0,24,2016,May,19,7,2,5,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient-Party,85,0,0,Check-Out,14-05-2016
24150,Resort Hotel,0,24,2016,May,19,7,2,5,2,0,0,HB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient-Party,85,0,0,Check-Out,14-05-2016
24151,Resort Hotel,0,24,2016,May,19,7,2,5,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient-Party,85,0,0,Check-Out,14-05-2016
24152,Resort Hotel,0,24,2016,May,19,7,2,5,2,0,0,HB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient-Party,85,0,0,Check-Out,14-05-2016
24153,Resort Hotel,0,24,2016,May,19,7,2,5,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient-Party,85,0,0,Check-Out,14-05-2016
24154,Resort Hotel,0,24,2016,May,19,7,2,5,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient-Party,85,0,0,Check-Out,14-05-2016
24155,Resort Hotel,0,24,2016,May,19,7,2,5,2,0,0,HB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient-Party,85,0,0,Check-Out,14-05-2016
24156,Resort Hotel,0,24,2016,May,19,7,2,5,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient-Party,85,0,0,Check-Out,14-05-2016
24157,Resort Hotel,0,24,2016,May,19,7,2,5,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient-Party,85,0,0,Check-Out,14-05-2016
24158,Resort Hotel,0,24,2016,May,19,7,2,5,2,0,0,HB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient-Party,85,0,0,Check-Out,14-05-2016
24159,Resort Hotel,0,24,2016,May,19,7,2,5,2,0,0,HB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient-Party,85,0,0,Check-Out,14-05-2016
24160,Resort Hotel,0,24,2016,May,19,7,2,5,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient-Party,85,0,0,Check-Out,14-05-2016
24161,Resort Hotel,0,10,2016,May,20,11,0,3,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240,NULL,0,Transient,141,1,0,Check-Out,14-05-2016
24162,Resort Hotel,0,123,2016,May,20,9,1,4,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,75.52,0,2,Check-Out,14-05-2016
24163,Resort Hotel,0,59,2016,May,20,8,2,4,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,80,0,1,Check-Out,14-05-2016
24164,Resort Hotel,0,468,2016,May,20,12,0,2,2,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,249,NULL,0,Transient,69,0,0,Check-Out,14-05-2016
24165,Resort Hotel,0,9,2016,May,20,12,0,2,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,H,3,No Deposit,249,NULL,0,Transient-Party,0,0,0,Check-Out,14-05-2016
24166,Resort Hotel,0,468,2016,May,20,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,E,0,No Deposit,249,NULL,0,Transient-Party,67,0,0,Check-Out,14-05-2016
24167,Resort Hotel,0,468,2016,May,20,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,249,NULL,0,Transient-Party,67,0,0,Check-Out,14-05-2016
